model,layer,pool,iso,intra_mean,inter_mean,delta,cohens_d,p_welch,p_perm,ci_lower,ci_upper,rsa_rho,rsa_p,n_intra,n_inter
hfl/chinese-bert-wwm-ext,9,char,0,0.8266804814338684,0.8219018578529358,0.004778623580932617,0.05397155350815037,0.026094725445841422,0.022977022977022976,0.0004307851195335388,0.009243759512901305,0.027505712506962522,0.0,3400,3400
hfl/chinese-bert-wwm-ext,9,char,1,0.05151720717549324,0.0015229769051074982,0.04999423027038574,0.4040134764702125,6.430225893342543e-61,0.000999000999000999,0.044053290877491234,0.05581799931824207,0.06617124696671563,0.0,3400,3400
hfl/chinese-bert-wwm-ext,9,mean,0,0.9107739329338074,0.9084162712097168,0.002357661724090576,0.05136553103577048,0.03422314469337067,0.026973026973026972,0.00022971630096435547,0.004780827462673187,0.019344278728027478,1.0044817724233179e-164,3400,3400
hfl/chinese-bert-wwm-ext,9,mean,1,0.05094172805547714,0.002635141834616661,0.04830658435821533,0.3565109945393602,4.181598968121506e-48,0.000999000999000999,0.04159640166908503,0.055165203381329776,0.059001644813182284,0.0,3400,3400
hfl/chinese-bert-wwm-ext,10,char,0,0.8865752220153809,0.883610188961029,0.0029650330543518066,0.04246415702135379,0.08001454627980499,0.053946053946053944,-0.0005153164267539977,0.006406518816947937,0.023764752759502517,1.4295080832446542e-247,3400,3400
hfl/chinese-bert-wwm-ext,10,char,1,0.05255305394530296,0.0027173012495040894,0.049835752695798874,0.3867102964333886,4.415090474957126e-56,0.000999000999000999,0.04382357113063336,0.055988072976469995,0.062098041229041175,0.0,3400,3400
hfl/chinese-bert-wwm-ext,10,mean,0,0.9352002143859863,0.9333983659744263,0.0018018484115600586,0.04726625141367629,0.051353677565804445,0.03496503496503497,-2.852082252502438e-05,0.003743994235992431,0.024617683871771878,1.6459047805203996e-265,3400,3400
hfl/chinese-bert-wwm-ext,10,mean,1,0.05254942178726196,0.003759987186640501,0.048789434134960175,0.34766026459452093,7.197296861313256e-46,0.000999000999000999,0.042174902744591236,0.05590278962627053,0.058804918080112734,0.0,3400,3400
hfl/chinese-bert-wwm-ext,11,char,0,0.8745456337928772,0.8708058595657349,0.003739774227142334,0.04983867765841121,0.039922810849393885,0.028971028971028972,7.070451974868778e-05,0.007510831952095031,0.026460909823778838,1.9512430169647154e-306,3400,3400
hfl/chinese-bert-wwm-ext,11,char,1,0.05248749256134033,0.0030026151798665524,0.04948487877845764,0.3779009754525834,1.0882760074798723e-53,0.000999000999000999,0.04339723475277424,0.05582785913720727,0.05678975724589646,0.0,3400,3400
hfl/chinese-bert-wwm-ext,11,mean,0,0.9162656664848328,0.9134479761123657,0.002817690372467041,0.05766704725625918,0.017451010752502712,0.012987012987012988,0.00046318471431732177,0.005322185158729553,0.02708376768763119,0.0,3400,3400
hfl/chinese-bert-wwm-ext,11,mean,1,0.05453067272901535,0.003454091725870967,0.051076579838991165,0.36282391791526425,1.012884628941194e-49,0.000999000999000999,0.04443592373281717,0.05810805112123489,0.057841493684090264,0.0,3400,3400
hfl/chinese-bert-wwm-ext,12,char,0,0.7882360219955444,0.7819486856460571,0.006287336349487305,0.056966848626667246,0.018861412503509537,0.014985014985014986,0.0008692234754562378,0.011768312752246856,0.019866114200872212,1.2740487382348086e-173,3400,3400
hfl/chinese-bert-wwm-ext,12,char,1,0.05248910188674927,0.003504848573356867,0.04898425191640854,0.37542303542324806,4.8796815912433265e-53,0.000999000999000999,0.042892021406441924,0.05541686164215207,0.05468539384480443,0.0,3400,3400
hfl/chinese-bert-wwm-ext,12,mean,0,0.8568847179412842,0.85187166929245,0.0050130486488342285,0.06320102447167428,0.009183668536716443,0.006993006993006993,0.0011153757572174073,0.008975787460803986,0.02740337556648782,0.0,3400,3400
hfl/chinese-bert-wwm-ext,12,mean,1,0.05801317095756531,0.00306509668007493,0.054948072880506516,0.3945043002317962,2.8405752827440524e-58,0.000999000999000999,0.04832630576565862,0.061783863510936496,0.058571036879959,0.0,3400,3400
